プリチャン、第一弾のやつなんでかなり古い稼働店舗ぽい

"○×△□（ラくトス）","東京都葛飾区新小岩１－４４－６"
"イオン宮崎","宮崎県宮崎市新別府町江口８６２－１玩具売場"
"イオン富士宮","静岡県富士宮市浅間町１－８玩具売場"
"イオン富谷","宮城県黒川郡富谷町大清水１丁目３３ー１ホビー売り場"
"イオン小樽","北海道小樽市築港１１番６号玩具売場"
"イオン小牧","愛知県小牧市東１－１２６玩具売場"
"イオン岡崎南","愛知県岡崎市戸崎町字ばら山１－１玩具売場"
"イオン岩見沢","北海道岩見沢市大和４条８丁目１玩具売場"
"イオン川口","埼玉県川口市安行領根岸字外谷田３１８０－１玩具売場"
"イオン市川妙典","千葉県市川市妙典５－３－１ホビー売場"
"イオン帯広","北海道帯広市西４条南２０丁目１玩具売場"
"イオン幕張","千葉県千葉市美浜区ひび野１－３玩具売場"
"イオン広島府中","広島県安芸郡府中町大須２－１－１玩具売場"
"イオン延岡","宮崎県延岡市旭町２－２－１玩具売場"
"イオン御所野","秋田県秋田市御所野地蔵田１－１－１玩具売場"
"イオン御経塚","石川県野々市市御経塚２－９１１Ｆ玩具売場"
"イオン成田","千葉県成田市ウイング土屋２４番地イオン２Ｆ玩具売場"
"イオン戸畑","福岡県北九州市戸畑区汐井町２－２玩具売場"
"イオン扶桑","愛知県丹羽郡扶桑町大字南山名字高塚５－１玩具売場"
"イオン新座","埼玉県新座市東北２－３２－１２玩具売場"
"イオン新浦安","千葉県浦安市入船１－４－１玩具売場"
"イオン新潟南","新潟県新潟市江南区下早通柳田１－１－１玩具売場"
"イオン新発田","新潟県新発田市住吉町５丁目１１番５号玩具売場"
"イオン新百合丘","神奈川県川崎市麻生区上麻生１－１９玩具売場"
"イオン新茨木","大阪府茨木市中津町１８－１"
"イオン日吉津","鳥取県西伯郡日吉津村日吉津１１６０－１"
"イオン日向","宮崎県日向市大字日知屋字古田町６１－１玩具売場"
"イオン旭川春光","北海道旭川市春光町１０玩具売場"
"イオン旭川西","北海道旭川市緑町２３丁目２１６１－３玩具売場"
"イオン明和","三重県多気郡明和町中村１２２３玩具売場"
"イオン明石","兵庫県明石市大久保町ゆりのき通り３－３－１イオン明石３番街３Ｆ玩具売場"
"イオン春日部","埼玉県春日部市下柳４２０－１イオン３Ｆ玩具売場"
"イオン時津","長崎県西彼杵郡時津町浜田郷７５１－５玩具売場"
"イオン有家","長崎県南島原市有家町山川１３５－１玩具売場"
"イオン木曽川","愛知県一宮市木曽川町黒田字南八ツケ池２５－１玩具売場"
"イオン本牧","神奈川県横浜市中区本牧原７－１玩具売場"
"イオン札幌平岡","北海道札幌市清田区平岡三条５－３－１玩具売場"
"イオン札幌発寒","北海道札幌市西区発寒８条１２丁目１－１玩具売場"
"イオン札幌藻岩","北海道札幌市南区川沿２条２丁目１－１玩具売場"
"イオン東久留米","東京都東久留米市南沢５－１７玩具売場"
"イオン東根","山形県東根市さくらんぼ駅前３丁目７番１５号"
"イオン東浦","愛知県知多郡東浦町大字緒川字申新田二区６７－８玩具売場"
"イオン東海","茨城県那珂郡東海村舟石川駅東４－１－１玩具売場"
"イオン東長崎","長崎県長崎市田中町１０２７－８玩具売場"
"イオン東雲","東京都江東区東雲１－９－１０玩具売場"
"イオン松任","石川県白山市平松町１０２－１玩具売場"
"イオン松山","愛媛県松山市天山１丁目１３番５号"
"イオン松江","島根県松江市東朝日町１５１玩具売場"
"イオン板橋","東京都板橋区徳丸２－６－１玩具売場"
"イオン根室","北海道根室市常盤町３丁目９番地玩具売場"
"イオン横手","秋田県横手市安田字向田１４７イオン２Ｆ玩具売場"
"イオン橋本","神奈川県相模原市緑区橋本６－２－１玩具売場"
"イオン気仙沼","宮城県気仙沼市赤岩舘下６－１外ホビー売り場"
"イオン水戸内原","茨城県水戸市中原町字西１３５玩具売場"
"イオン江別","北海道江別市幸町３５番地玩具売場"
"イオン江釣子","岩手県北上市北鬼柳１９－６８玩具売場"
"イオン洛南","京都府京都市南区吉祥院御池町３１玩具売場"
"イオン津山","岡山県津山市河辺１０００－１玩具売場"
"イオン洲本","兵庫県洲本市塩屋１－１－８玩具売場"
"イオン浜松市野","静岡県浜松市東区天王町字諏訪１９８１－３イオン２Ｆ玩具売場"
"イオン浜松志都呂","静岡県浜松市西区志都呂２丁目３７番１号"
"イオン浦和美園","埼玉県さいたま市緑区大字大門３７１０ホビー売り場"
"イオン海老名","神奈川県海老名市中央２－４－１玩具売場"
"イオン清水","静岡県静岡市清水区上原１－６－１６玩具売場"
"イオン滝川","北海道滝川市東町２－２５－３玩具売場"
"イオン焼津","静岡県焼津市祢宜島５５５玩具売場"
"イオン熊本","熊本県上益城郡嘉島町上島字長池２２３２イオン２Ｆ玩具売場"
"イオン熊谷","埼玉県熊谷市本石２－１３５イオン３Ｆ玩具売場"
"イオン熱田","愛知県名古屋市熱田区六野１－２－１１玩具売場"
"イオン猪名川","兵庫県川辺郡猪名川町白金２－１ホビー売場"
"イオン登別","北海道登別市若山町４－３３－１"
"イオン白子","三重県鈴鹿市白子駅前９－２０"
"イオン白根","新潟県新潟市南区能登４０９－２"
"イオン白河西郷","福島県西白河郡西郷村大字小田倉字岩下１１－１ホビー売り場"
"イオン盛岡","岩手県盛岡市前潟４丁目７－１ホビー売り場"
"イオン盛岡南","岩手県盛岡市本宮七丁目１番１号ホビー売り場"
"イオン直方","福岡県直方市湯野原２－１－１玩具売場"
"イオン県央","新潟県燕市井土巻３－６５ホビー売場"
"イオン石和","山梨県笛吹市石和町駅前１６－１玩具売場"
"イオン石巻","宮城県石巻市蛇田字新金沼１７０玩具売場"
"イオン神戸北","兵庫県神戸市北区上津台８－１－１玩具売場"
"イオン福岡伊都","福岡県福岡市西区北原１丁目２番１号イオンモール３Ｆ玩具売場"
"イオン福岡東","福岡県糟屋郡志免町大字御手洗字高原６玩具売場"
"イオン福島","福島県福島市南矢野目字西荒田５０番地の１７ホビー売り場"
"イオン福津","福岡県福津市７９３（福間駅東地区１００街区１画地）玩具売場"
"イオン秋田中央","秋田県秋田市楢山川口境５－１１玩具売場"
"イオン秦野","神奈川県秦野市入船町１２－１玩具売場"
"イオン稲毛","千葉県千葉市稲毛区小仲台１－４－２０玩具売場"
"イオン穂波","福岡県飯塚市枝国長浦６６６－４８玩具売場"
"イオン筑紫野","福岡県筑紫野市立明寺４３４－１玩具売場"
"イオン米沢","山形県米沢市春日２－１３－４玩具売場"
"イオン紋別","北海道紋別市花園町３－４－３９玩具売場"
"イオン綾川","香川県綾歌郡綾川町萱原８２２－１玩具売場"
"イオン練馬","東京都練馬区光が丘５－１－１玩具売場"
"イオン羽生","埼玉県羽生市川崎２－２８１－３玩具売場"
"イオン臼井","千葉県佐倉市王子台１－２３玩具売場"
"イオン船橋","千葉県船橋市山手１－１－８玩具売場"
"イオン若松","福岡県北九州市若松区二島１－３－１玩具売場"
"イオン苫小牧","北海道苫小牧市柳町３－１－２０玩具売場"
"イオン茅ヶ崎","神奈川県茅ヶ崎市茅ヶ崎２－７－７１玩具売場"
"イオン茅ヶ崎中央","神奈川県茅ヶ崎市茅ヶ崎３－５－１６玩具売場"
"イオン茨木","大阪府茨木市松ヶ本町８－３０－３玩具売場"
"イオン草津","滋賀県草津市新浜町３００玩具売場"
"イオン菊陽","熊本県菊池郡菊陽町津久礼２４７２玩具売場"
"イオン豊橋南","愛知県豊橋市野依町字落合１－１２玩具売場"
"イオン豊科","長野県安曇野市豊科４２７２－１０玩具売場"
"イオン赤穂","兵庫県赤穂市中広字別所５５－３玩具売場"
"イオン赤羽北本通り","東京都北区神谷３－１２－１玩具売場"
"イオン那覇","沖縄県那覇市金城５－１０－２玩具売場"
"イオン郡山フェスタ","福島県郡山市日和田町字小原１ホビー売り場"
"イオン都城","宮崎県都城市早鈴町１９９０玩具売場"
"イオン酒田南","山形県酒田市あきほ町１２０－１玩具売場"
"イオン野田阪神","大阪府大阪市福島区海老江１－１－２３イオン４Ｆ玩具売場"
"イオン金沢","石川県金沢市福久２－５８玩具売場"
"イオン金沢シーサイド","神奈川県横浜市金沢区並木２－１３－１玩具売場"
"イオン釧路","北海道釧路郡釧路町桂木１丁目１番地７玩具売場"
"イオン鈴鹿","三重県鈴鹿市庄野羽山４－１－２イオン２Ｆ玩具売場"
"イオン銚子","千葉県銚子市三崎町２－２６６０－１玩具売場"
"イオン鎌ヶ谷","千葉県鎌ヶ谷市新鎌ヶ谷２丁目７番１号イオン２Ｆ玩具売場"
"イオン鎌取","千葉県千葉市緑区おゆみ野３丁目１６番地イオン３Ｆ玩具売場"
"イオン長岡","新潟県長岡市古正寺１－２４９－１玩具売場"
"イオン関","岐阜県関市倉知５１６サンサンシティ・マーゴイオン２Ｆ玩具売場"
"イオン防府","山口県防府市中央町１－３玩具売場"
"イオン青森","青森県青森市緑３－９－２玩具売場"
"イオン飯田","長野県飯田市上郷飯沼１５７５玩具売場"
"イオン館山","千葉県館山市八幡５４５－１玩具売場"
"イオン高の原","京都府木津川市相楽台１－１－１"
"イオン高城","大分県大分市高城西町２８－１玩具売場"
"イオン高松","香川県高松市香西本町１－１玩具売場"
"イオン高根木戸","千葉県船橋市習志野台１－１－３"
"イオン高槻","大阪府高槻市萩之庄３－４７－２玩具売場"
"イオン高橋","愛知県豊田市東山町１－５－１玩具売場"
"イオン高知","高知県高知市秦南町１－４－８玩具売場"
"イオン高萩","茨城県高萩市安良川２３１－１玩具売場"
"イオン鳥取北","鳥取県鳥取市晩稲３４８番地玩具売場"
"イズミヤ交野","大阪府交野市私部西１丁目３３－２０玩具売場"
"イズミヤ八尾","大阪府八尾市沼１－１玩具売場"
"イズミヤ八幡","京都府八幡市八幡一ノ坪２３－１"
"イズミヤ松原","大阪府松原市上田６－４－８余暇玩具売場"
"イズミヤ泉北","大阪府堺市中区小阪２７０玩具売場"
"イズミヤ福町","大阪府大阪市西淀川区福町３－２"
"イズミヤ長岡","京都府長岡開田４－７－１玩具売場"
"イズミヤ高野","京都府高野高野東開町１６玩具売場"
"イトウゴフク高槻西冠","大阪府高槻市西冠３町目２９－７（関西スーパー内）"
"イトーヨーカドーあべの","大阪府大阪市阿倍野区阿倍野筋１－６－１玩具売場"
"イトーヨーカドーたまプラーザ","神奈川県横浜市青葉区美しが丘１－６－１玩具売場"
"イトーヨーカドーららぽーと横浜","神奈川県横浜市都筑区池辺町４０３５－１玩具売場"
"イトーヨーカドーアリオ上尾","埼玉県上尾市大字壱丁目３６７玩具売場"
"イトーヨーカドーアリオ上田","長野県上田市天神３－５１玩具売場"
"イトーヨーカドーアリオ亀有","東京都葛飾区亀有３－４９－３玩具売場"
"イトーヨーカドーアリオ仙台泉","宮城県仙台市泉区泉中央１－５－１玩具売場"
