shop,住所cd
博品館ＴＯＹＰＡＲＫ,東京都中央区銀座８－８－１１,DBRD
名古屋レジャーランド内田橋,愛知県名古屋市南区内田橋2-26-22,DBAB
君津の湯,千葉県君津市外箕輪154,DB
埼玉レジャーランド大宮ラクーン店,埼玉県さいたま市大宮区宮町1-60　ラクーン5F,DBAB
埼玉レジャーランド春日部店,埼玉県春日部市増冨163-1,DBRDAB
夢大陸お宝中古市場富士本店,静岡県富士市中里2588-2,DBRD
大垣メトロポリス,岐阜県大垣市三塚町字西沼523-1 大垣コロナワールド内1F,DBRDAB
大田原スポーツランド,栃木県那須塩原市一区町104-60大田原スポーツランド,DBRDAB
天王寺パスカ店,大阪府大阪市阿倍野区阿倍野筋2-4-51,DBRDAB
安城メトロポリス,愛知県安城市浜富町6-8 安城コロナワールド内,DBRDAB
宝島 函館店,北海道函館市美原1-7-1MEGAドン・キホーテ函館店2F,DBRD
宝島 浦和美園,埼玉県さいたま市緑区美園5-50-1イオンモール浦和美園2F,DBRD
宝島 蓮田店,埼玉県蓮田市東MEGAドン・キホーテ蓮田店2F,DBRD
富山レジャーランド射水店,富山県射水市小島3724-1 大阪屋ショップアプリオ2階,AB
富山レジャーランド掛尾店,富山県富山市掛尾町360-1,DBAB
小倉メトロポリス,福岡県北九州市小倉北区西港町27-5,DBRD
岐阜レジャーランド穂積店,岐阜県瑞穂市稲里630番地,DBRDAB
平和堂アル・プラザあまがさき,大阪府尼崎市潮江１丁目３－１,DB
平和堂アル・プラザつかしん,兵庫県尼崎市塚口本町4-8-1,DB
平和堂アル・プラザアミ,福井県坂井市春江町随応寺第１６号１１番地,DB
平和堂アル・プラザベル,福井県福井市花堂南2丁目16番1号,DB
平和堂アル・プラザ京田辺,京都府京田辺市田辺中央五丁目2番地1,DB
平和堂アル・プラザ加賀,石川県加賀市作見町ル２５－１,DB
平和堂アル・プラザ城陽,京都府城陽市富野荒見田１１２,DB
平和堂アル・プラザ津幡,石川県河北郡津幡町北中条1丁目1番地,DB
平和堂アル・プラザ茨木,大阪府茨木市上郡2-12-8,DB
平和堂アル・プラザ醍醐,京都府京都市伏見区醍醐高畑町1-37,DB
平和堂アル・プラザ金沢,石川県金沢市諸江町30番1号,DB
平和堂アル・プラザ香里園,大阪府寝屋川市日新町5-5,DB
平和堂アル・プラザ高槻,大阪府高槻市芥川町1丁目2番C-201号,DB
平和堂アル・プラザ鯖江,福井県鯖江市下河端町16字下町16番1,DB
平和堂エール峰山店,京都府京丹後市峰山町新町1606番地の1,DB
平和堂大野店,岐阜県揖斐郡大野町大字黒野字上柿木１２－１,DB
平和堂高富店,岐阜県山県市高木1473,DB
手取フィッシュランド,石川県能美市粟生町ツ58手取フィッシュランド内タイトー,DBRD
新宿スポーツランド本館,東京都新宿区新宿3-22-12 サンパーク本館1F,AB
星狩物語岸和田,大阪府岸和田市作才町1-3-2,AB
最後の5ドル,福岡県糟屋郡粕屋町仲原2706仲原ファミリープラザ2階,AB
本八幡ゲームUNO,千葉県市川市八幡2-16-6八幡旗ビルB1F,DBRDAB
東京レジャーランドお台場店,東京都港区台場1-7-1アクアシティお台場　4階,RD
東京レジャーランド亀有店,東京都葛飾区亀有3-21-2,DBRDAB
東京レジャーランド吉祥寺店,東京都武蔵野市吉祥寺本町1-3-7ＹＳビル　地下1階～4階,DBRDAB
東京レジャーランド池袋店,東京都豊島区東池袋1-29-1　サントロペ池袋2階・3階,DB
東京レジャーランド秋葉原2号店,東京都千代田区外神田4丁目3-3ミナミビル7階,DBRDAB
東京レジャーランド秋葉原店,東京都千代田区外神田1-9-5,DBRDAB
東急百貨店さっぽろアミューズパーク,北海道札幌市中央区北４条西２－１　東急百貨店さっぽろ店９階,DBRDAB
東武イーストモール店　アミューズメントシティ,北海道北見市端野町3区572－1東武イーストモール内アミューズメントシティ,DBRD
東武宇都宮百貨店5階キッズスクエア内プレイスペース,栃木県宇都宮市宮園町5-4,DBRD
松阪屋高槻屋上遊園,大阪府高槻市紺屋町2-1,DBRD
柏ヤングボウル,千葉県柏市南柏中央11-1,AB
株式会社　友栄　三島店,静岡県三島市中田町9-30日清プラザ　３Ｆ　わいわいランド,DB
株式会社ヨドバシカメラ　新宿西口店,東京都新宿区西新宿1-11-1ヨドバシカメラ新宿西口本店ゲーム・ホビー館,DBRD
楽市楽座 イオンモール扶桑店,愛知県丹羽郡扶桑町南山名字高塚５番地イオンモール扶桑店２階,DBRD
楽市楽座させぼ五番街店,長崎県佐世保市新港町2-7させぼ五番街3階,DBRD
楽市楽座アクロスモール春日店,福岡県春日市春日5丁目17番地ザ・モール春日店２階,DBRD
楽市楽座イオンタウン姶良店,鹿児島県姶良市東餠田336イオンタウン姶良店2階,DBRD
楽市楽座イオンモール京都桂川店,京都府京都市南区久世高田町376番1イオンモール京都桂川店3階,DBRD
楽市楽座イオンモール今治店,愛媛県今治市にぎわい広場1-1イオンモール今治新都市店2階,DBRD
楽市楽座イオンモール八幡東店,福岡県北九州市八幡東区東田3丁目2-102イオン八幡東ショッピングセンター内３階,DBRD
楽市楽座イオンモール名古屋茶屋店,愛知県名古屋市港区西茶屋2-11イオンモール名古屋茶屋店3階,DBRD
楽市楽座イオンモール四條畷店,大阪府四條畷市砂4-3-2イオンモール四條畷店3階,DBRD
楽市楽座イオンモール土浦店,茨城県土浦市上高津367番地イオンモール土浦店3階,RD
楽市楽座イオンモール大和郡山店,奈良県大和郡山市下三橋町７４１イオンモール大和郡山３階,DBRD
楽市楽座イオンモール大牟田店,福岡県大牟田市岬町3番4イオンモール大牟田店2階,DBRD
楽市楽座イオンモール大阪ドーム店,大阪府大阪市西区千代崎3-13-1イオンモール大阪ドームシティ店4階,DBRD
楽市楽座イオンモール宮崎店,宮崎県宮崎市新別府町江口862-1イオンモール宮崎店2階,DBRDAB
楽市楽座イオンモール川口前川店,埼玉県川口市前川1-1-11イオンモール川口前川店３階,DBRD
楽市楽座イオンモール新小松店,石川県小松市清六町315番地イオンモール新小松店2階,DBRD
楽市楽座イオンモール東員店,三重県員弁郡東員町長深築田510-1イオンモール東員店3階,DBRD
楽市楽座イオンモール松本店,長野県松本市中央4丁目9番51号イオンモール松本店 風庭2階,DBRD
楽市楽座イオンモール沖縄ライカム,沖縄県中頭郡北中城村字ライカム1番地イオンモール沖縄ライカム店4階,DBRD
楽市楽座イオンモール熊本店,熊本県上益城郡嘉島町上島長池2232イオンモール熊本店2階,DBRD
楽市楽座イオンモール甲府店,山梨県中巨摩郡昭和町飯喰1505-1イオンモール甲府昭和店2階,DBRD
楽市楽座イオンモール神戸北店,兵庫県神戸市北区上津台8-1-1イオンモール神戸北店3階,DBRD
楽市楽座イオンモール福岡伊都店,福岡県福岡市西区北原1丁目3番1号イオンモール福岡伊都店別館２階,DBRD
楽市楽座イオンモール福岡店,福岡県糟屋郡粕屋町酒殿老ノ木１９２-１イオンモール福岡店２階,DBRD
楽市楽座イオンモール福津店,福岡県福津市日蒔野6丁目16番地の1イオンモール福津店3階,DBRD
楽市楽座イオンモール筑紫野店,福岡県筑紫野市立明寺434-1イオンモール筑紫野店３階,DBRD
楽市楽座イオンモール都城駅前店,宮崎県都城市栄町4672-5イオンモール都城駅前店２階,DBRD
楽市楽座イオン小郡店,福岡県小郡市大保弓場110イオン小郡店1階,DBRD
楽市楽座イオン穂波店,福岡県飯塚市枝国長浦666-48イオン穂波店2階,DBRD
楽市楽座イオン錦店,熊本県球磨郡錦町西字打越715番地1イオン錦店内,DBRD
楽市楽座オプシアミスミ店,鹿児島県鹿児島市宇宿2丁目3番5号オプシアミスミ2階,DBRD
楽市楽座サンストリート浜北店,静岡県浜松市浜北区平口2861サンストリート浜北店２階,DBRDAB
楽市楽座サンリブシティ小倉店,福岡県北九州市小倉南区上葛原2丁目14番1サンリブシティ小倉店２階,DBRD
楽市楽座ビバモール美原南店,大阪府堺市美原区黒山1008番地ビバモール美原南インター店2階,DBRD
楽市楽座小川店,熊本県宇城市小川町河江1-1,DB
楽市楽座広島店,広島県広島市南区段原南1-3-52広島段原ショッピングセンター7階,DBRD
楽市楽座湘南藤沢店,神奈川県藤沢市辻堂新町4丁目3番5号ミスターマックス湘南藤沢ショッピングセンター２階,DBRDAB
楽市楽座熊本インター店,熊本県熊本市東区石原1丁目1番112号,DB
楽市楽座砂津店,福岡県北九州市小倉北区砂津3丁目1－1チャチャタウン小倉B棟3階,DBRDAB
楽市楽座福重店,福岡県福岡市西区石丸4-263-1,DBAB
楽市楽座行橋店,福岡県行橋市西泉6-1-1コスタ行橋アミューズ棟2階,DBRDAB
楽市楽座諫早店,長崎県諫早市長野町1086番地17,DBRD
楽市楽座黒崎店,福岡県北九州市八幡西区桜ケ丘町1番3号,DB
楽市楽座２１０トリアス店,福岡県糟屋郡久山町大字山田990トリアス久山内,DBRDAB
楽市楽座２１０久留米店２Ｆ,福岡県久留米市東合川2-2-1,DB
楽市楽座３０３佐賀大和店,佐賀県佐賀市大和町尼寺2965番地,DBAB
楽市街道くるめ店,福岡県久留米市新合川2丁目7番10号久留米アミュ－ズメントビル内1階,DBRDAB
楽市街道名古屋店,愛知県北名古屋市中之郷神明45番1,DBRDAB
楽市街道箱崎店２Ｆ,福岡県福岡市東区箱崎5丁目1番8号楽市街道箱崎店内2階,DBRDAB
泉大津フタバボウル,大阪府泉大津市松之浜町1丁目2番53号,DBRDAB
神奈川レジャーランド厚木店,神奈川県厚木市戸室５－３１－１アツギトレリス２F,DBRDAB
福井レジャーランド板垣店,福井県福井市下馬3-101福井レジャーランド板垣店,DBRDAB
福山メトロポリス,広島県福山市一文字町24-1 福山コロナワールド,DBRDAB
秋田OPAアミューズパーク,秋田県秋田市千秋久保田町４ー２秋田ＯＰＡ内,DBRD
紀ノ川ボウル,和歌山県岩出市西国分６５６－１,DB
群馬レジャーランド伊勢崎店,群馬県伊勢崎市連取町3066-1,DBRDAB
群馬レジャーランド太田店,群馬県太田市西矢島１６２－２,DBRDAB
群馬レジャーランド渋川店,群馬県渋川市八木原1364,DBRDAB
群馬レジャーランド藤岡店,群馬県藤岡市中2002-1,DBRDAB
群馬レジャーランド高崎駅東口店,群馬県高崎市江木町333番地1高崎EXビル　2階,DBRDAB
西原シティ,沖縄県中頭郡西原町嘉手刈130,DBRD
西友LIVINよこすか店,神奈川県横須賀市平成町3-21-4,RD
西友ひたち野うしく店,茨城県牛久市ひたち野東1-23-1,DBRD
西友ザ・モール 郡山店,福島県郡山市長者1-1-56,DBRD
西友リヴィン光が丘店,東京都練馬区光が丘５－１－１,DBRD
西友三軒茶屋店,東京都世田谷区太子堂４－２４－８,DBRD
西友山科店わくわくランド,京都府京都市山科市山科区音羽野田1西友山科店4F,DBRD
西友岡崎店,愛知県岡崎市戸崎町越舞２－１西友岡崎店２Ｆ,DBRD
西友新座店,埼玉県新座市野火止８－１６－１３,DBRD
豊川メトロポリス,愛知県豊川市下長山町上アライ14-1 豊川コロナワールド内1階,DBRDAB
豊見城ウイングシテイ,沖縄県豊見城市高安261-1,DB
遊らんど紋別,北海道紋別市本町4-1-35第一興商ビル2階,DBRD
遊スペーススプラ（メガコート）,兵庫県加古川市尾上町安田351-1,DBAB
遊スペースマジカル,兵庫県神戸市中央区琴ノ緒町5丁目2-3協律三宮センタービル3階,AB
遊ランド 春光店,北海道旭川市春光1条7丁目,DBAB
遊ランド富良野店,北海道富良野市弥生町5-50,DB
遊ランド稚内店,北海道稚内市港5丁目8-15,DBRDAB
遊ランド西御料店,北海道旭川市西御料5条2丁目64-19,DBRDAB
遊楽舎 姫路花田店,兵庫県姫路市花田町上原田２－１ビッグエムワン２F,AB
遊遊パーク フォレオ博多,福岡県福岡市博多区東那珂1-14-46　フォレオ博多2階,RD
遊道楽嘉瀬店,佐賀県佐賀市嘉瀬町大字中原2488番地1,AB
遊道楽新合川店,福岡県久留米市新合川１－６－７,AB
遊道楽時津,長崎県西彼杵郡時津町元村郷863-10,AB
金沢メトロポリス,石川県金沢市無量寺4-121-1 金沢コロナワールド内,DBRD
長崎屋室蘭中島店,北海道室蘭市中島町１－１９－１１,DBRD
ＤＳイズミうきは店,福岡県うきは市吉井町千年１５３,DBRD
ＤｅＫＫＹ401ファミリーパーク,新潟県新潟市中央区上近江4-12-20Ｄｅｋｋｙ401　2階,DBRD
ＦＥＳＴＡフリーモールわさだ店,大分県大分市大字木上字鉾手2102番地,DBRDAB
ＦＥＳＴＡ上尾店,埼玉県上尾市愛宕３－１－４０バリュープラザ上尾愛宕店内２階,DBRDAB
ＦＥＳＴＡ山鹿店,熊本県山鹿市方保田字鳥越3462-1MrMax山鹿ショッピングセンター内,DBRDAB
ＪＵＭＰＳＨＯＰアリオ倉敷,岡山県倉敷市寿町１２－２アリオ倉敷２Ｆ,DB
